1473083902,187744738393,2,1
1473111684,187744738393,2,1
1473114826,187744738393,2,1
1473087321,192497227373,3,1
1473098906,86809776398,1,1
1473099534,86809776398,1,1
1473087019,87430015636,5,3
1473097111,232789342451,2,1
1473052046,136635503299,2,1
1473076359,185198762873,0,0
1473089144,222086338379,2,1
1473079262,24613428123,0,0
1473080992,254653732007,5,2
1473118645,257830561481,1,1
1473118834,257830561481,1,1
1473118933,257830561481,1,1
1473119511,257830561481,1,1
1473043363,210200818633,1,1
1473114028,105240387168,1,1
1473084411,8170254696,0,0
1473092793,45718654273,0,0
1473119445,69844247682,0,0
1473112417,90170544693,2,1
1473112457,90170544693,2,1
1473119176,90170544693,2,1
1473119208,90170544693,2,1
1473119250,90170544693,2,1
1473114426,154537900862,2,1
1473115084,154537900862,2,1
1473115959,154537900862,2,1
1473115959,154537900862,2,1
1473115982,154537900862,2,1
1473115982,154537900862,2,1
1473115982,154537900862,2,1
1473115994,154537900862,2,1
1473115994,154537900862,2,1
1473115994,154537900862,2,1
1473115994,154537900862,2,1
1473116135,154537900862,2,1
1473116135,154537900862,2,1
1473116135,154537900862,2,1
1473116135,154537900862,2,1
1473116160,154537900862,2,1
1473116160,154537900862,2,1
1473116160,154537900862,2,1
1473116160,154537900862,2,1
1473077344,119198665980,0,0
1473043831,83166976728,2,1
1473066428,83166976728,2,1
1473066654,83166976728,2,1
1473089134,203718525109,2,1
1473113983,172188745555,2,1
1473092773,259850080916,0,0
1473041363,203530921580,2,1
1473041425,203530921580,2,1
1473090816,109066970534,2,1
1473090838,109066970534,2,1
1473065839,244842701652,2,1
1473093536,25085136232,1,1
1473077411,40934662821,3,1
1473077654,40934662821,3,1
1473077759,40934662821,3,1
1473078302,40934662821,3,1
1473044273,224294052999,2,1
1473034952,48308153652,2,1
1473097436,48308153652,2,1
1473097427,48308153652,2,1
1473079977,33488680539,2,1
1473080118,33488680539,2,1
1473082784,33488680539,2,1
1473045225,154468168696,2,1
1473045228,154468168696,2,1
1473073426,274705456834,1,1
1473073449,274705456834,1,1
1473073452,274705456834,1,1
1473073925,274705456834,1,1
1473074064,274705456834,1,1
1473074076,274705456834,1,1
1473074082,274705456834,1,1
1473074112,274705456834,1,1
1473074134,274705456834,1,1
1473074670,274705456834,1,1
1473074876,274705456834,1,1
1473074929,274705456834,1,1
1473074939,274705456834,1,1
1473076167,274705456834,1,1
1473076280,274705456834,1,1
1473077466,274705456834,1,1
1473077823,274705456834,1,1
1473077942,274705456834,1,1
1473080917,274705456834,1,1
1473081360,274705456834,1,1
1473081370,274705456834,1,1
1473115407,274705456834,1,1
1473115893,274705456834,1,1
1473116675,274705456834,1,1
1473043488,111501291265,1,1
1473047910,16502585555,5,3
1473048014,16502585555,5,3
1473048108,16502585555,5,3
1473048308,16502585555,5,3
1473048324,16502585555,5,3
1473048462,16502585555,5,3
1473049055,16502585555,5,3
1473049336,16502585555,5,3
1473075252,145953469284,2,1
1473079847,145454086791,0,0
1473086124,48033779095,3,1
1473076470,54251973428,0,0
1473112644,170453309485,0,0
1473079844,177856106932,2,1
1473113406,204762311558,2,1
1473088131,178848153297,2,1
1473109637,124596097833,2,1
1473082352,214520079033,2,1
1473083573,214520079033,2,1
1473083589,214520079033,2,1
1473083580,214520079033,2,1
1473040941,135354724202,2,1
1473106579,138470873047,1,1
1473106574,138470873047,1,1
1473088794,243131539731,2,1
1473089123,243131539731,2,1
1473090948,75971655225,2,1
1473091081,75971655225,2,1
1473091122,75971655225,2,1
1473091163,75971655225,2,1
